Best Position,Nationality,Age,Height(in cm),Weight(in kg),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling,GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1,DistancesToClusterCenter no.2,DistancesToClusterCenter no.3,DistancesToClusterCenter no.4,DistancesToClusterCenter no.5,DistancesToClusterCenter no.6,DistancesToClusterCenter no.7,DistancesToClusterCenter no.8,DistancesToClusterCenter no.9,DistancesToClusterCenter no.10,DistancesToClusterCenter no.11,DistancesToClusterCenter no.12,DistancesToClusterCenter no.13
GK,Romania,28,180,84,Right,2,1,1,Medium,Medium,65,63,67,71,49,62,15,11,12,31,11,13,12,14,21,15,50,47,48,68,46,50,66,32,52,9,31,16,8,38,12,27,8,11,13,65,63,67,62,71,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Republic of Ireland,23,188,78,Right,2,3,1,Medium,Medium,66,51,53,55,31,52,53,52,42,55,50,56,56,55,49,55,63,68,57,44,51,51,50,51,62,51,29,22,51,52,50,47,24,41,32,12,15,14,13,14,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Colombia,24,179,70,Right,3,2,1,Medium,Medium,75,66,65,71,67,59,55,68,52,72,52,72,58,51,69,73,80,70,70,69,71,62,48,70,59,70,48,68,66,65,52,58,70,70,63,6,7,10,12,6,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,France,31,168,70,Right,3,2,4,Medium,High,72,66,74,81,87,82,68,65,54,82,56,78,49,49,76,81,77,68,78,93,92,71,75,95,72,65,93,91,72,77,54,84,90,93,86,15,12,10,7,10,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,England,24,170,75,Right,5,3,1,High,Medium,91,57,55,69,53,68,62,58,50,58,42,68,47,39,43,65,91,91,88,60,89,59,56,69,70,55,66,51,59,58,56,62,53,54,52,7,5,13,14,5,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Germany,19,176,75,Right,3,2,1,Medium,Medium,67,38,47,51,44,51,35,32,42,52,33,49,36,32,52,50,67,67,57,59,67,56,60,51,51,34,47,50,48,52,38,37,38,46,43,11,9,8,13,11,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Italy,21,180,72,Left,3,2,1,High,Medium,64,65,62,65,42,52,65,72,48,65,59,67,51,49,62,64,65,63,59,65,62,70,49,45,56,48,50,45,65,60,62,61,42,39,36,11,7,11,6,15,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Argentina,24,185,74,Right,3,2,1,Low,Medium,64,36,49,55,68,63,26,39,65,68,35,50,30,33,65,59,65,64,55,63,59,40,71,67,63,26,54,65,32,33,46,60,67,70,69,10,9,13,14,10,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Argentina,34,179,75,Right,3,3,1,Medium,High,65,60,65,70,65,80,55,57,59,71,57,69,71,47,71,73,66,65,69,71,65,73,76,81,78,59,83,65,56,64,49,57,63,67,69,6,15,11,11,14,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Morocco,25,186,81,Right,3,3,1,High,Medium,68,75,72,74,63,75,70,72,64,72,72,77,73,74,74,74,69,67,71,70,57,78,69,74,76,79,77,66,71,72,79,72,62,62,57,13,10,10,8,14,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LM,Portugal,34,176,70,Right,4,3,1,Medium,Low,68,64,67,72,36,60,60,58,60,70,68,75,75,68,66,70,68,68,70,65,73,71,72,55,60,65,65,30,68,68,71,70,50,22,25,16,8,6,16,10,9,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Germany,19,193,84,Right,2,1,1,Medium,Medium,59,57,49,56,27,59,10,8,10,22,8,10,10,10,32,21,31,20,26,51,60,37,61,24,54,8,27,21,5,35,10,43,10,13,11,59,57,49,59,56,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,France,18,177,68,Right,3,2,1,Medium,Medium,69,27,51,56,62,52,46,28,50,61,26,57,44,30,49,54,71,67,54,57,73,23,64,60,45,22,57,62,44,45,41,43,62,65,62,12,6,8,6,9,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,China PR,25,184,78,Right,2,1,1,Medium,Medium,59,53,52,58,32,54,13,16,14,27,17,19,12,13,19,17,27,40,37,48,54,39,57,35,53,19,24,12,16,38,18,36,21,12,11,59,53,52,54,58,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Germany,23,180,63,Right,3,3,1,Medium,Medium,62,48,63,69,60,48,52,44,46,70,49,69,59,58,63,70,65,60,76,65,69,54,34,73,38,48,43,62,57,66,47,62,61,63,55,5,9,7,7,8,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Republic of Ireland,24,191,77,Right,3,2,1,Medium,Medium,51,21,40,49,63,80,22,17,65,54,21,44,27,22,48,52,55,48,50,58,63,34,71,79,82,16,76,63,30,35,24,54,63,62,61,16,9,15,15,10,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Spain,22,188,80,Right,3,1,1,Medium,Medium,65,62,52,64,28,60,12,7,13,38,9,14,14,11,36,16,32,23,29,54,37,39,61,24,57,9,24,13,5,37,19,32,7,11,14,65,62,52,60,64,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,England,21,180,72,Right,4,3,1,High,Medium,75,74,71,78,67,74,64,76,56,78,59,78,70,54,69,77,76,75,78,76,84,79,77,79,74,73,68,69,75,73,53,76,64,73,64,14,9,8,6,12,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RWB,Argentina,25,177,73,Right,3,3,1,High,Medium,84,60,61,71,63,78,66,56,54,67,47,72,53,47,62,70,82,85,82,65,73,70,81,85,74,59,77,71,62,49,64,58,55,68,63,15,10,9,14,8,10,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Spain,24,184,76,Right,3,2,1,Medium,Medium,60,49,64,63,65,60,54,40,56,71,46,62,45,47,70,68,59,61,58,65,68,69,66,56,59,50,67,62,54,65,53,48,64,70,69,12,12,14,11,8,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Germany,22,190,79,Right,4,2,1,Medium,Medium,61,49,63,62,65,71,52,45,60,73,33,63,42,28,70,67,53,68,51,61,52,62,67,68,76,51,62,64,51,67,38,58,65,67,61,13,11,7,9,14,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Germany,32,177,76,Right,2,2,2,Low,Medium,64,41,62,66,73,70,63,35,66,70,37,62,43,40,69,67,61,66,66,75,68,48,83,66,72,44,68,77,45,53,51,78,74,73,73,11,6,7,6,13,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Republic of Ireland,21,185,80,Right,3,1,1,Medium,Medium,59,58,56,61,59,59,22,9,11,50,9,11,10,13,40,30,58,60,60,55,60,42,65,28,60,5,35,12,6,57,14,40,8,11,14,59,58,56,59,61,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Croatia,26,187,81,Right,5,3,1,Medium,Medium,57,64,67,65,53,68,64,62,54,71,56,65,62,57,67,67,56,57,61,66,57,67,62,67,71,66,65,54,66,68,62,66,52,53,48,14,12,14,13,9,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Korea Republic,21,173,68,Right,3,3,1,High,Medium,81,59,56,64,29,58,55,60,44,60,58,64,58,50,51,60,80,81,81,46,84,68,49,58,64,50,44,24,60,55,52,58,33,24,25,14,5,13,10,11,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Sweden,20,184,77,Left,3,3,1,Medium,Medium,66,65,65,66,22,62,64,67,55,68,55,66,58,60,63,70,63,68,62,60,64,64,72,65,66,64,48,21,66,64,64,62,18,16,18,6,10,6,12,8,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Belgium,25,180,67,Right,4,4,1,High,Medium,67,72,72,73,62,63,69,73,60,73,78,72,73,72,70,74,70,65,78,71,73,73,72,71,57,69,67,64,75,74,68,77,59,63,61,8,6,6,14,14,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Romania,35,179,80,Left,3,3,1,High,Low,62,68,68,64,36,66,66,66,64,68,68,63,69,71,66,65,61,62,63,63,70,72,65,59,70,68,67,35,70,68,70,68,30,35,33,14,10,12,8,12,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RW,Argentina,31,176,74,Right,5,3,1,Medium,Low,77,71,69,74,41,68,73,70,66,66,66,75,72,73,67,69,80,74,82,69,73,77,62,64,67,68,77,47,72,70,74,78,36,42,20,11,6,14,12,6,12,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951
GK,France,27,187,75,Right,3,1,1,Medium,Medium,67,64,64,68,46,63,13,13,17,29,9,17,14,18,26,28,44,49,30,67,65,48,54,26,58,19,21,21,18,23,20,22,10,14,12,67,64,64,63,68,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Sweden,24,190,82,Right,3,2,1,Medium,Medium,61,53,45,55,40,68,36,56,64,52,51,55,25,29,49,57,60,62,57,49,60,52,74,70,73,49,53,40,54,48,52,49,35,38,35,8,8,6,8,11,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Australia,18,173,67,Right,3,2,1,Medium,Medium,72,49,47,56,31,54,44,49,39,50,46,55,45,39,43,51,69,74,74,48,75,53,62,56,56,45,44,25,51,52,42,49,31,29,38,13,11,5,9,6,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Brazil,31,185,72,Right,2,2,2,Low,High,67,49,71,65,84,83,67,42,81,80,48,60,57,46,74,69,65,69,65,81,63,61,84,80,82,50,87,87,51,65,51,69,83,83,82,15,6,15,15,7,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,England,21,175,70,Right,3,2,1,Medium,High,65,47,68,71,75,71,52,41,51,78,38,69,61,42,76,74,67,63,65,76,74,63,61,74,66,45,80,78,54,71,54,74,77,77,78,8,12,9,7,5,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Korea Republic,29,187,78,Right,3,3,1,Medium,Medium,62,60,54,62,66,76,44,58,72,64,58,60,40,42,52,65,57,66,61,63,53,68,84,64,83,57,70,68,63,56,62,64,62,66,63,6,6,13,12,11,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Germany,27,185,82,Right,2,2,1,High,Medium,67,31,44,43,61,74,49,22,64,53,21,31,27,31,36,49,65,69,62,53,64,61,82,68,76,26,73,55,21,35,36,51,61,64,62,9,12,8,7,10,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,England,24,178,64,Right,3,2,1,Medium,High,63,45,62,66,74,73,43,37,64,75,49,63,50,54,66,68,65,62,74,64,71,67,69,66,70,40,88,76,53,59,45,64,75,74,78,9,14,8,10,11,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LM,Spain,31,169,67,Right,3,3,1,High,Low,68,64,64,68,36,55,62,64,47,65,59,65,70,68,65,66,67,68,86,58,89,64,75,54,56,66,48,39,62,63,63,59,41,28,23,12,8,10,13,12,9,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Italy,28,176,68,Right,3,3,1,Medium,Medium,72,66,70,70,62,68,62,59,39,73,54,67,69,66,74,71,74,71,78,66,84,75,58,84,60,71,72,65,71,72,74,70,62,67,59,15,8,15,9,8,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Scotland,22,195,85,Right,2,2,1,Medium,Medium,58,68,50,60,24,72,35,68,69,60,58,64,53,52,44,66,52,62,34,61,34,70,65,56,83,67,65,16,63,53,69,58,19,21,19,6,15,11,8,13,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Italy,19,181,72,Left,3,3,1,Medium,High,74,49,59,59,58,63,49,44,52,67,52,53,60,57,59,62,72,76,66,68,69,58,71,60,62,53,65,63,39,56,53,61,59,57,51,10,12,6,14,11,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Argentina,24,175,63,Right,3,2,1,Medium,Low,64,50,58,68,36,47,51,45,44,63,47,68,51,49,65,67,68,61,77,59,78,61,53,48,47,47,43,27,56,53,54,57,42,33,37,6,5,14,13,10,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Australia,34,170,65,Right,3,2,1,Low,High,39,51,53,56,61,83,48,47,55,57,48,55,52,49,54,54,44,35,50,55,71,56,88,91,81,51,76,63,51,49,61,65,59,63,61,16,7,16,7,10,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Italy,20,182,78,Right,3,2,1,Medium,Medium,64,63,46,59,24,66,43,64,64,54,56,58,37,46,41,63,66,63,52,62,60,68,70,58,74,56,56,15,65,43,58,51,19,23,19,9,14,15,13,8,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Spain,21,175,70,Right,3,4,1,High,Medium,79,65,59,73,35,61,64,64,58,63,59,74,60,50,53,73,81,78,81,58,77,73,58,63,62,63,55,32,60,55,59,61,30,37,28,10,14,12,10,13,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Australia,23,158,58,Right,3,3,1,High,Medium,72,46,61,67,53,51,52,47,48,67,40,64,61,49,59,62,69,74,82,70,92,42,83,83,29,46,59,56,55,63,51,56,51,56,51,7,11,14,9,13,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Nigeria,27,182,74,Left,3,3,1,High,Medium,86,65,50,65,24,67,46,68,62,57,56,67,47,43,34,58,87,86,80,63,67,71,83,70,72,56,48,15,63,54,69,62,21,24,15,13,15,14,8,11,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Argentina,16,172,72,Right,3,2,1,Medium,Low,70,54,55,62,32,44,55,57,40,60,47,63,52,40,54,61,71,69,66,53,72,56,44,47,44,46,42,22,57,52,45,57,35,32,31,9,12,14,14,13,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Senegal,21,186,79,Right,3,2,1,Medium,High,74,59,60,65,63,69,56,55,59,66,54,67,58,49,61,63,75,74,72,55,63,65,68,69,70,60,68,64,62,57,60,59,61,66,59,5,13,13,9,14,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Spain,19,170,66,Right,2,2,1,Medium,Medium,64,54,61,64,50,43,52,52,54,68,54,61,54,50,65,65,66,63,67,59,82,62,56,48,38,49,48,42,58,57,63,67,49,52,63,11,13,10,13,10,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Italy,29,194,81,Right,3,2,1,Medium,High,69,60,38,55,21,51,32,68,58,45,42,53,39,32,28,54,69,69,62,57,60,51,67,35,66,56,30,12,58,42,61,52,23,16,12,5,11,8,13,14,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
